Product Name,Brand,Price,Rating,Number of Ratings,Link,Product Type,Product ID
It's a 10 Miracle Volume Leave In Lite Spray - 4 fl oz,It's a 10,$18.99,4.7,130,https://www.target.com/p/it-s-a-10-miracle-volume-leave-in-lite-spray-4-fl-oz/-/A-14645014#lnk=sametab,Styling Leave-In Spray,T514
VERB Volume Dry Texture Spray - 5oz - Ulta Beauty,VERB,$20.00,4.6,1252,https://www.target.com/p/verb-volume-dry-texture-spray-5oz-ulta-beauty/-/A-87909758#lnk=sametab,Styling Leave-In Spray,T515
Bumble and Bumble Thickening Dryspun Light Texture Spray - Ulta Beauty,Bumble and Bumble,$16.00 - $37.00,4.8,459,https://www.target.com/p/bumble-and-bumble-thickening-dryspun-light-texture-spray-ulta-beauty/-/A-92161645?preselect=90205307#lnk=sametab,Styling Leave-In Spray,T516
Pacifica Pineapple Curls Refresher Mist - 4 fl oz,Pacifica,$13.99,4.5,166,https://www.target.com/p/pacifica-pineapple-curls-refresher-mist-4-fl-oz/-/A-83500503#lnk=sametab,Styling Leave-In Spray,T517
Aussie 2nd Day Curl Activator - 8.5 fl oz,Aussie,$4.99,4.5,308,https://www.target.com/p/aussie-2nd-day-curl-activator-8-5-fl-oz/-/A-83206638#lnk=sametab,Styling Leave-In Spray,T518
"Maui Moisture Frizz-Free + Shea Butter, Leave-In Conditioning Mist, For Dry, Damaged Curls, 8 fl oz (236 ml)",Maui Moisture,$15.08,4.6,698,https://www.target.com/p/maui-moisture-frizz-free-shea-butter-leave-in-conditioning-mist-for-dry-damaged-curls-8-fl-oz-236-ml/-/A-90981030#lnk=sametab,Styling Leave-In Spray,T519
"Function of Beauty Curls with Benefits Define, Detangle & Shine Spray for Curly / Coily Hair - 7 fl oz",Function of Beauty,$12.99,4.6,120,https://www.target.com/p/function-of-beauty-curls-with-benefits-define-detangle-38-shine-spray-for-curly-coily-hair-7-fl-oz/-/A-88660643#lnk=sametab,Styling Leave-In Spray,T520
Rizos Curls Refresh & Detangle Spray - 10 fl oz,Rizos Curls,$19.99,4.5,511,https://www.target.com/p/rizos-curls-refresh-38-detangle-spray-10-fl-oz/-/A-76559390#lnk=sametab,Styling Leave-In Spray,T521
Hask Keratin Protein 5-in-1 Leave in Spray - 6 fl oz,Hask,$6.99,4.5,208,https://www.target.com/p/hask-keratin-protein-5-in-1-leave-in-spray-6-fl-oz/-/A-80134889#lnk=sametab,Styling Leave-In Spray,T522
Carol's Daughter Mimosa Hair Honey Shine Pomade with Shea and Coco Butter for Dry Hair - 8oz,Carol's Daughter,$12.59,4.6,781,https://www.target.com/p/carol-39-s-daughter-mimosa-hair-honey-shine-pomade-with-shea-and-coco-butter-for-dry-hair-8oz/-/A-15041874#lnk=sametab,Pomade,T523
PATTERN Edge Control Hair Wax - 4 fl oz - Ulta Beauty,PATTERN,$14.00,4.5,1143,https://www.target.com/p/pattern-edge-control-hair-wax-4-fl-oz-ulta-beauty/-/A-82550470#lnk=sametab,Pomade,T524
Mielle Organics Rosemary Mint Hair Pomade to Oil Hair & Scalp Quencher - 5oz,Mielle Organics,$9.99,4.5,149,https://www.target.com/p/mielle-organics-rosemary-mint-hair-pomade-to-oil-hair-38-scalp-quencher-5oz/-/A-88858995#lnk=sametab,Pomade,T525
Odele Cream Pomade - Matte Finish + Medium Hold - 1.5oz,Odele,$12.99,4.5,134,https://www.target.com/p/odele-cream-pomade-matte-finish-medium-hold-1-5oz/-/A-89203511#lnk=sametab,Pomade,T526
Sun Bum Texturizing Surf Paste Styling Product - 3oz,Sun Bum,$16.99,4.8,106,https://www.target.com/p/sun-bum-texturizing-surf-paste-styling-product-3oz/-/A-75574731#lnk=sametab,Pomade,T527
Uncle Funky's Daughter Curly Magic Curl Stimulator - 12 fl oz,Uncle Funky's Daughter,$17.99,4.6,1026,https://www.target.com/p/uncle-funky-39-s-daughter-curly-magic-curl-stimulator-12-fl-oz/-/A-49117569#lnk=sametab,Gel,T528
Göt2b Ultra Glued Invincible Styling Gel - 6oz,Got2B,$6.29,4.6,649,https://www.target.com/p/g-246-t2b-ultra-glued-invincible-styling-gel-6oz/-/A-15088485#lnk=sametab,Gel,T529
ECO STYLE Professional Olive Styling Gel - 16 fl oz,ECO STYLE,$3.99,4.5,1230,https://www.target.com/p/eco-style-160-professional-olive-styling-gel-16-fl-oz/-/A-47898734#lnk=sametab,Gel,T530
Wet Line Xtreme Pro Styling Gel - Clear - 35.27oz,Wet Line,$4.79,4.6,516,https://www.target.com/p/wet-line-xtreme-pro-styling-gel-clear-35-27oz/-/A-16602386#lnk=sametab,Gel,T531
Sexy Hair Style Sexy Hair Hard Up Hard Holding Gel - 5.1 fl oz,Sexy Hair,$18.99,4.7,137,https://www.target.com/p/sexy-hair-style-sexy-hair-hard-up-hard-holding-gel-5-1-fl-oz/-/A-14230845#lnk=sametab,Gel,T532
ECO STYLE Professional Styling Gel Black Castor & Flaxseed Oil - 16 fl oz,ECO STYLE,$3.99,4.5,437,https://www.target.com/p/eco-style-professional-styling-gel-black-castor-38-flaxseed-oil-16-fl-oz/-/A-52613802#lnk=sametab,Gel,T533
ECO STYLE Olive Styling Gel - 32 fl oz,ECO STYLE,$7.69,4.7,423,https://www.target.com/p/eco-style-olive-styling-gel-32-fl-oz/-/A-76578130#lnk=sametab,Gel,T534
ECO STYLE Professional Styling Gel with Argan Oil - 16 fl oz,ECO STYLE,$3.99,4.5,843,https://www.target.com/p/eco-style-professional-styling-gel-with-argan-oil-16-fl-oz/-/A-21505250#lnk=sametab,Gel,T535
Moco Gorila Punk Squizz Hair Gel - 11.9 fl oz,Moco Gorila,$2.99,4.5,549,https://www.target.com/p/moco-gorila-punk-squizz-hair-gel-11-9-fl-oz/-/A-13974383#lnk=sametab,Gel,T536
PATTERN Curl Gel - Ulta Beauty,PATTERN,$12.00 - $28.00,4.5,2519,https://www.target.com/p/pattern-curl-gel-ulta-beauty/-/A-91081692?preselect=82568169#lnk=sametab,Gel,T537
ECO STYLE Professional Styling Gel Krystal - 16 fl oz,ECO STYLE,$3.99,4.5,467,https://www.target.com/p/eco-style-professional-styling-gel-krystal-16-fl-oz/-/A-16608698#lnk=sametab,Gel,T538
Got2B Glued Bonding Hair Gel - 6oz,Got2B,$7.69,4.5,335,https://www.target.com/p/got2b-glued-bonding-hair-gel-6oz/-/A-89291688#lnk=sametab,Gel,T539
Mielle Organics Honey & Ginger Styling Gel - 13 fl oz,Mielle Organics,$12.99,4.5,704,https://www.target.com/p/mielle-organics-honey-38-ginger-styling-gel-13-fl-oz/-/A-52537007#lnk=sametab,Gel,T540
Got2B Glued Brows & Edges Hair Gel - 0.54oz,Got2B,$7.69,4.6,287,https://www.target.com/p/got2b-glued-brows-38-edges-hair-gel-0-54oz/-/A-89291681#lnk=sametab,Gel,T541
VERB Curl Foaming Gel - 6.7 fl oz - Ulta Beauty,VERB,$20.00,4.5,871,https://www.target.com/p/verb-curl-foaming-gel-6-7-fl-oz-ulta-beauty/-/A-90291050#lnk=sametab,Gel,T542
Got2B Magic Glue Remover Hair Gel - 4oz,Got2B,$7.69,4.7,362,https://www.target.com/p/got2b-magic-glue-remover-hair-gel-4oz/-/A-89291690#lnk=sametab,Gel,T543
